Hand_ID,Stakes,Cash_Drop,Hero_Position,Hero_Stack,Hero_Cards,Flop_Cards,Turn_Card,River_Card,Preflop_Actions,Preflop_1st_Bet,Preflop_3B,Preflop_4B,Preflop_5B,Preflop_Limp,Preflop_Limp_Fold,Preflop_Limp_Call,Preflop_Pot,Hero_Position_Type,Hero_Open_Position,Hero_3B_Chance,Pot_Type,Hero_Squeeze,Final_Pot_Type,UTG_open,MP_open,CO_open,BTN_open,SB_open,BB_call_open,UTG_3B,MP_3B,CO_3B,BTN_3B,SB_3B,BB_3B,UTG_face_to_3B,MP_face_to_3B,CO_face_to_3B,BTN_face_to_3B,SB_face_to_3B,BB_face_to_3B,UTG_4B,MP_4B,CO_4B,BTN_4B,SB_4B,BB_4B,UTG_face_to_4B,MP_face_to_4B,CO_face_to_4B,BTN_face_to_4B,SB_face_to_4B,BB_face_to_4B,Pool_Preflop_Summary,Hero_Preflop_Summary,Flop_Actions,Flop_Pot,IP_Cbet_Flop,OOP_Cbet_Flop,VS_IP_Cbet_Flop,VS_OOP_Cbet_Flop,OOP_Donk_Flop,IP_Face_Donk_Flop,Miss_Cbet_OOP_Flop,OOP_Miss_Cbet_IP_Bet,Miss_Cbet_IP_Flop,IP_Miss_Cbet_OOP_Bet_Turn,OOP_XR_Cbet_Flop,IP_Raises_Cbet_Flop,Turn_Actions,Turn_Pot,River_Actions,River_Pot,Result,Total_Pot,Hero_Win,Hero_Win_Amount,OOP_Player,IP_Player,ip_face_donk
RC3337372761,($0.02/$0.05),NO,BB,252BB,Kc 6s,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,NA_hero_BB,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,all folds hero in BB,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0.4BB,0.8BB,YES,0,,,
RC3337372736,($0.02/$0.05),NO,CO,251BB,8c 4s,,,,Opp(UTG): raises 2.2BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.2BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTG_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3337372689,($0.02/$0.05),NO,BB,252BB,Ac 6d,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,NA_hero_BB,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,all folds hero in BB,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0.4BB,0.8BB,YES,0,,,
RC3337372637,($0.02/$0.05),NO,BB,253BB,4s 6d,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,NA,NA_hero_BB,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-1.0BB,2.4BB,NO,0,,,
RC3337372613,($0.02/$0.05),NO,BTN,253BB,4h Td,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3337372580,($0.02/$0.05),NO,UTG,253BB,4h 9d,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3337372058,($0.02/$0.05),NO,CO,257BB,Js Ah,2d 8s Th,5h,Tc,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,OOP,CO,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_BB_C,1st_raises,Opp(BB): bets 1.6BB; Hero(CO): calls 1.6BB; ,7.6BB,NA,NA,,,YES,,NO,,NA,,NO,NO,Opp(BB): checks; Hero(CO): checks; ,7.6BB,Opp(BB): bets 2.6BB; Hero(CO): folds; ,7.6BB,-3.6BB,7.6BB,NO,0,d96b67c5,Hero,hero_call
RC3337372014,($0.02/$0.05),NO,MP,257BB,4d 8d,7d 5s 5c,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,5.4BB,NA,fold,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_BTN_C,folds,Opp(CO): bets 1.8BB; Opp(BTN): folds; ,5.4BB,NA,yes,,fold,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,5.4BB,NO,0,fafc8386,d49ec6c0,
RC3337371850,($0.02/$0.05),NO,CO,257BB,Ah 6d,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.6BB; Opp(BB): folds,Opp(SB): raises 3.6BB; Opp(BB): folds,,,,,,,2.4BB,NA,fold,NO,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_R_all_fold,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.0BB,NO,0,,,
RC3337371820,($0.02/$0.05),NO,BTN,257BB,Jc 3c,,,,Opp(UTG): raises 3.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 11.0BB; Opp(BB): folds; Opp(UTG): folds,Opp(UTG): raises 3.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds,Opp(SB): raises 11.0BB; Opp(BB): folds; Opp(UTG): folds,,,,,,7.4BB,NA,NA,Yes-folds,3B,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_3B_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,7.0BB,NO,0,,,
RC3337371792,($0.02/$0.05),NO,SB,257BB,5h 2d,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Hero(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.0BB; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-0.4BB,2.4BB,NO,0,,,
RC3337371763,($0.02/$0.05),NO,CO,257BB,8d 2c,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3337371732,($0.02/$0.05),NO,UTG,257BB,Jc 7h,,,,Hero(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): raises 7.0BB; Opp(SB): folds; Opp(BB): folds; Opp(MP): folds,Opp(MP): raises 2.0BB; Opp(CO): folds,Opp(BTN): raises 7.0BB; Opp(SB): folds; Opp(BB): folds; Opp(MP): folds,,,,,,5.4BB,NA,fold,NO,3B,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_3B_all_fold,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,5.4BB,NO,0,,,
RC3337371678,($0.02/$0.05),NO,BTN,257BB,9s Ac,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3337371647,($0.02/$0.05),NO,UTG,257BB,Qd 8d,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): raises 9.6BB; Opp(BB): folds; Opp(CO): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds,Opp(SB): raises 9.6BB; Opp(BB): folds; Opp(CO): folds,,,,,,5.4BB,NA,fold,NO,3B,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_3B_all_fold,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,5.0BB,NO,0,,,
RC3337371577,($0.02/$0.05),NO,BTN,257BB,4s 3s,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3337371551,($0.02/$0.05),NO,BB,258BB,5h Kd,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 3.0BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(CO): raises 3.0BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,NA,NA_hero_BB,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-1.0BB,2.4BB,NO,0,,,
RC3337371521,($0.02/$0.05),NO,SB,258BB,9d 6h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Hero(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.0BB; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-0.4BB,2.4BB,NO,0,,,
RC3337371490,($0.02/$0.05),NO,UTG,258BB,Kd 3s,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3337371464,($0.02/$0.05),NO,MP,258BB,3c Jh,Qd 8s Tc,7h,Kd,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): raises 5.8BB; Opp(BB): folds; Opp(CO): calls 3.8BB,Opp(CO): raises 2.0BB; Opp(BTN): folds,Opp(SB): raises 5.8BB; Opp(BB): folds; Opp(CO): calls 3.8BB,,,,,,13.0BB,NA,fold,NO,3B,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_3B_CO_C,folds,Opp(SB): bets 6.8BB; Opp(CO): calls 6.8BB; ,26.6BB,NA,yes,,call,NO,,NO,,NO,,NO,NO,Opp(SB): checks; Opp(CO): checks; ,26.6BB,Opp(SB): bets 11.2BB; Opp(CO): folds; ,26.6BB,0BB,26.2BB,NO,0,83eeaabe,5b7133ca,
RC3337371436,($0.02/$0.05),NO,UTG,258BB,2s 4s,4h 9h 2h,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): calls 1.0BB,Opp(SB): raises 2.0BB; Opp(BB): calls 1.0BB,,,,,,,4.4BB,NA,fold,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_R_BB_C,folds,Opp(SB): bets 2.0BB; Opp(BB): folds; ,4.4BB,NA,yes,,fold,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,4.0BB,NO,0,be8376af,ab2341d6,
RC3337371410,($0.02/$0.05),NO,SB,259BB,Jd Tc,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-0.4BB,0.8BB,NO,0,,,
RC3337371379,($0.02/$0.05),NO,CO,259BB,6c 2c,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,NA,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3337371351,($0.02/$0.05),NO,UTG,259BB,2h 4h,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,NA,fold,NO,SRP,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_all_fold,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,2.4BB,NO,0,,,
RC3337371325,($0.02/$0.05),NO,UTG,259BB,3h Kc,2c Tc Qs,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.6BB,Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,NA,fold,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_R_BB_C,folds,Opp(BB): checks; Opp(CO): bets 2.8BB; Opp(BB): folds; ,5.6BB,yes,NA,fold,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,5.6BB,NO,0,c348d1d5,fcd0f940,
RC3337371298,($0.02/$0.05),NO,BTN,259BB,Qh 6c,8h 9d 3c,8c,9s,Opp(UTG): calls 1.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds; Opp(UTG): calls 2.0BB,Opp(SB): raises 3.0BB; Opp(BB): folds; Opp(UTG): calls 2.0BB,,,,,,,7.4BB,NA,fold,NO,SRP,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_R_UTG_C_UTG_C,folds,Opp(SB): checks; Opp(UTG): bets 3.6BB; Opp(SB): calls 3.6BB; ,14.6BB,NA,NO,,,NO,,YES,no,NO,,NO,NO,Opp(SB): checks; Opp(UTG): checks; ,14.6BB,Opp(SB): checks; Opp(UTG): checks; ,14.6BB,0BB,14.2BB,NO,0,5e70afe2,1887750e,
RC3337371270,($0.02/$0.05),NO,BB,260BB,4c Kd,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,NA,NA_hero_BB,Yes-folds,SRP,NO,fold,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-1.0BB,2.4BB,NO,0,,,
RC3337371232,($0.02/$0.05),NO,SB,260BB,Ah 6h,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-0.4BB,0.8BB,NO,0,,,
RC3337371022,($0.02/$0.05),NO,BB,262BB,Jd Ks,6h 5c 5d,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,,,,,,,4.4BB,OOP,NA_hero_BB,Yes-Calls,SRP,NO,1v1,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP_R_BB_C,calls 1st_raises,Hero(BB): checks; Opp(MP): bets 2.2BB; Hero(BB): folds; ,4.4BB,yes,hero_NA,hero_fold,,Hero_no,,NO,,NO,,hero_no,NO,,0BB,,0BB,-2.0BB,4.4BB,NO,0,Hero,2103b968,
RC3337370995,($0.02/$0.05),NO,UTG,262BB,Qc 3c,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3337370655,($0.02/$0.05),NO,BB,262BB,Ah 3h,4h 8h 9s,Kc,As,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Hero(BB): calls 1.0BB,Opp(BTN): raises 2.0BB; Opp(SB): folds; Hero(BB): calls 1.0BB,,,,,,,4.4BB,OOP,NA_hero_BB,Yes-Calls,SRP,NO,1v1,NO,NO,NO,NO,NO,Hero_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTN_R_BB_C,calls 1st_raises,Hero(BB): checks; Opp(BTN): checks; ,4.4BB,NO,hero_NA,,,Hero_no,,NO,,YES,hero_no,NO,NO,Hero(BB): checks; Opp(BTN): checks; ,4.4BB,Hero(BB): checks; Opp(BTN): checks; ,4.4BB,0.2BB,4.4BB,YES,0,Hero,220e27c3,
RC3337370623,($0.02/$0.05),NO,UTG,262BB,Ad 5d,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,0.8BB,NO,0,,,
RC3337370567,($0.02/$0.05),NO,BTN,262BB,Qs 9c,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.2BB; Hero(BTN): folds; Opp(SB): raises 12.0BB; Opp(BB): folds; Opp(CO): raises 26.0BB; Opp(SB): raises 205.4BB; Opp(CO): folds,Opp(CO): raises 2.2BB; Hero(BTN): folds,Opp(SB): raises 12.0BB; Opp(BB): folds,Opp(CO): raises 26.0BB,Opp(SB): raises 205.4BB; Opp(CO): folds,,,,67.6BB,NA,NA,Yes-folds,5B,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_5B_all_fold,folds to open,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,0BB,53.0BB,NO,0,,,
RC3337370523,($0.02/$0.05),NO,SB,262BB,7d Kc,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,NA,fold,NO,No open all folds,NO,fold,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No open all folds,folds,,0BB,,,,,NO,,NO,,NO,,NO,NO,,0BB,,0BB,-0.4BB,0.8BB,NO,0,,,
RC3337370135,($0.02/$0.05),NO,MP,275BB,8s 8d,9h 3d 4h,6c,,Opp(UTG): folds; Hero(MP): raises 2.0BB; Opp(CO): raises 7.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; Hero(MP): calls 5.0BB,Hero(MP): raises 2.0BB,Opp(CO): raises 7.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; Hero(MP): calls 5.0BB,,,,,,15.4BB,OOP,MP,NO,3B,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO_3B_MP_C,calls 3B,Hero(MP): checks; Opp(CO): bets 5.2BB; Hero(MP): calls 5.2BB; ,25.8BB,yes,hero_NA,hero_call,,Hero_no,,NO,,NO,,hero_no,NO,Hero(MP): checks; Opp(CO): bets 19.4BB; Hero(MP): folds; ,25.8BB,,0BB,-12.2BB,25.8BB,NO,0,Hero,324e7ca9,
RC3337370107,($0.02/$0.05),NO,UTG,273BB,Ks 6h,9c 8h 9s,4d,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): raises 10.2BB; Opp(BB): folds; Opp(BTN): calls 7.6BB,Opp(BTN): raises 2.6BB,Opp(SB): raises 10.2BB; Opp(BB): folds; Opp(BTN): calls 7.6BB,,,,,,21.8BB,NA,fold,NO,3B,NO,1v1,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SB_3B_BTN_C,folds,Opp(SB): bets 7.2BB; Opp(BTN): calls 7.2BB; ,36.2BB,NA,yes,,call,NO,,NO,,NO,,NO,NO,Opp(SB): bets 27.0BB; Opp(BTN): folds; ,36.2BB,,0BB,0BB,35.8BB,NO,0,d15d1d4f,544237a7,
