hand_id,hero_position,hero_position_type,hero_open_position,hero_3b_position,pot_type,hero_squeeze,final_pot_type,hero_stack,hero_cards,SB_BB,flop_cards,turn_card,river_card,preflop_actions,preflop_action_1st_bet,preflop_action_3B,preflop_action_4B,preflop_action_5B,preflop_action_limp,preflop_action_limp_fold,preflop_action_limp_call,Preflop_Pot,flop_actions,Flop_Pot,turn_actions,Turn_Pot,river_actions,River_Pot,Result(Hero),Total_Pot,cash_drop,IP_Cbet_Flop,OOP_Cbet_Flop,IP_Cbet_Response,OOP_Cbet_Response,OOP_Donk_Flop,Miss_Cbet_OOP,Miss_Cbet_OOP_Response,Miss_Cbet_IP,Miss_Cbet_IP_Response
RC3337224423,Hero(UTG),OOP,UTG,,3B,NO,multi,175BB,Tc Qc,$0.02/$0.05,6c Th Ad,,,Hero(UTG): raises 2.0BB; Opp(MP): raises 6.4BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 5.4BB; Hero(UTG): calls 4.4BB,Hero(UTG): raises 2.0BB,Opp(MP): raises 6.4BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 5.4BB; Hero(UTG): calls 4.4BB,,,,,,19.6BB,Opp(BB): checks; Hero(UTG): checks; Opp(MP): bets 12.4BB; Opp(BB): folds; Hero(UTG): folds; ,19.6BB,,0BB,,0BB,-6.4BB,19.6BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337224399,Hero(MP),NA,,,limped,NO,fold,175BB,6c 2d,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337224346,Hero(CO),NA,,,limped,NO,fold,175BB,3h 4c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337224316,Hero(UTG),NA,,,3B,NO,fold,175BB,Jd 7h,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): raises 9.6BB; Opp(BB): folds; Opp(CO): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds,Opp(SB): raises 9.6BB; Opp(BB): folds; Opp(CO): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,0BB,5.0BB,,,,,,NO,,,,
RC3337224266,Hero(UTG),NA,,,SRP,NO,fold,175BB,Js 8h,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3337224191,Hero(BTN),NA,,,3B,NO,fold,175BB,3d 8s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): raises 85.2BB; Opp(SB): folds,Opp(SB): raises 3.0BB,Opp(BB): raises 85.2BB; Opp(SB): folds,,,,,,7.4BB,,0BB,,0BB,,0BB,0BB,6.0BB,,,,,,NO,,,,
RC3337223880,Hero(BTN),IP,BTN,,SRP,NO,1v1,179BB,Jh Kd,$0.02/$0.05,Ks 9c 3h,8c,4c,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): raises 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): folds,Hero(BTN): raises 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): folds,,,,,,,5.0BB,Opp(SB): checks; Hero(BTN): bets 2.8BB; Opp(SB): calls 2.8BB; ,10.6BB,Opp(SB): checks; Hero(BTN): checks; ,10.6BB,Opp(SB): bets 11.8BB; Hero(BTN): folds; ,10.6BB,-4.8BB,10.6BB,,YES,NO,OOP call,,NO,YES,,,
RC3337223500,Hero(CO),OOP,CO,,3B,NO,multi,187BB,Qh Qc,$0.02/$0.05,Ac Ah 6c,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): raises 8.0BB; Opp(SB): folds; Opp(BB): calls 7.0BB; Hero(CO): calls 6.0BB,Hero(CO): raises 2.0BB,Opp(BTN): raises 8.0BB; Opp(SB): folds; Opp(BB): calls 7.0BB; Hero(CO): calls 6.0BB,,,,,,24.4BB,Opp(BB): checks; Hero(CO): checks; Opp(BTN): bets 27.0BB; Opp(BB): folds; Hero(CO): folds; ,24.4BB,,0BB,,0BB,-8.0BB,24.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337223445,Hero(CO),NA,,,SRP,NO,fold,187BB,6c 3h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3337223232,Hero(SB),OOP,,,SRP,NO,1v1,190BB,Qc Kh,$0.02/$0.05,2d Ah 6h,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Hero(SB): calls 1.8BB; Opp(BB): folds,Opp(BTN): raises 2.2BB; Hero(SB): calls 1.8BB; Opp(BB): folds,,,,,,,5.4BB,Hero(SB): checks; Opp(BTN): bets 1.4BB; Hero(SB): folds; ,5.4BB,,0BB,,0BB,-2.2BB,5.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337222972,Hero(SB),OOP,,,SRP,NO,1v1,192BB,Qh Kd,$0.02/$0.05,2s 8s 5s,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.2BB; Opp(BTN): folds; Hero(SB): calls 1.8BB; Opp(BB): folds,Opp(CO): raises 2.2BB; Opp(BTN): folds; Hero(SB): calls 1.8BB; Opp(BB): folds,,,,,,,5.4BB,Hero(SB): checks; Opp(CO): bets 2.8BB; Hero(SB): folds; ,5.4BB,,0BB,,0BB,-2.2BB,5.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337222947,Hero(BB),NA,,,SRP,NO,fold,193BB,Td 6s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Hero(BB): folds,Opp(SB): raises 3.0BB; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.0BB,,,,,,NO,,,,
RC3337222916,Hero(BB),NA,,,SRP,NO,fold,194BB,Jh 5d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3337222881,Hero(MP),NA,,,3B,NO,1v1,194BB,5c 4d,$0.02/$0.05,4c 6c Jd,8c,3c,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): raises 9.0BB; Opp(BB): folds; Opp(CO): calls 7.0BB,Opp(CO): raises 2.0BB; Opp(BTN): folds,Opp(SB): raises 9.0BB; Opp(BB): folds; Opp(CO): calls 7.0BB,,,,,,19.4BB,Opp(SB): checks; Opp(CO): checks; ,19.4BB,Opp(SB): bets 9.0BB; Opp(CO): calls 9.0BB; ,37.4BB,Opp(SB): checks; Opp(CO): checks; ,37.4BB,0BB,37.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337222851,Hero(MP),NA,,,SRP,NO,fold,194BB,Ad 6h,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3337222828,Hero(CO),NA,,,3B,NO,1v1,194BB,Td Kc,$0.02/$0.05,9d Ks 9c,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): raises 3.0BB; Opp(UTG): calls 1.0BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,Opp(BB): raises 3.0BB; Opp(UTG): calls 1.0BB,,,,,,7.4BB,Opp(BB): bets 3.2BB; Opp(UTG): folds; ,7.4BB,,0BB,,0BB,0BB,6.4BB,,,NO,,IP fold,YES,,,,
RC3337222466,Hero(UTG),OOP,UTG,,3B,NO,1v1,200BB,7d 7c,$0.02/$0.05,Td 3s Ad,,,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 6.2BB; Opp(SB): folds; Opp(BB): folds; Hero(UTG): calls 4.2BB,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds,Opp(BTN): raises 6.2BB; Opp(SB): folds; Opp(BB): folds; Hero(UTG): calls 4.2BB,,,,,,13.8BB,Hero(UTG): checks; Opp(BTN): bets 6.6BB; Hero(UTG): folds; ,13.8BB,,0BB,,0BB,-6.2BB,13.8BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337222114,Hero(CO),IP,,,SRP,NO,1v1,207BB,9c 9h,$0.02/$0.05,8h 2c 4c,2d,,Opp(UTG): raises 3.0BB; Opp(MP): folds; Hero(CO): calls 3.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 3.0BB; Opp(MP): folds; Hero(CO): calls 3.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,7.4BB,Opp(UTG): bets 3.8BB; Hero(CO): calls 3.8BB; ,15.0BB,Opp(UTG): bets 12.0BB; Hero(CO): folds; ,15.0BB,,0BB,-6.8BB,15.0BB,,NO,NO,,IP call,YES,YES,,YES,
RC3337222064,Hero(BTN),NA,,,limped,NO,fold,207BB,2h 5h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337221691,Hero(MP),OOP,MP,,SRP,NO,1v1,209BB,8h 8c,$0.02/$0.05,9s 6s 4s,Ks,4c,Opp(UTG): folds; Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): folds,Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,5.4BB,Hero(MP): checks; Opp(BTN): checks; ,5.4BB,Hero(MP): checks; Opp(BTN): checks; ,5.4BB,Hero(MP): checks; Opp(BTN): checks; ,5.4BB,-2.0BB,5.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337221329,Hero(BB),OOP,,,SRP,NO,1v1,211BB,Tc Ah,$0.02/$0.05,7d Jh 5h,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.6BB,Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.6BB,,,,,,,5.6BB,Hero(BB): checks; Opp(CO): bets 4.2BB; Hero(BB): folds; ,5.6BB,,0BB,,0BB,-2.6BB,5.6BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337221270,Hero(MP),NA,,,SRP,NO,fold,211BB,2h 5d,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3337221246,Hero(BTN),NA,,,4B,NO,fold,211BB,5h 8d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): raises 8.8BB; Opp(CO): raises 24.6BB; Opp(BB): folds,Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds,Opp(BB): raises 8.8BB,Opp(CO): raises 24.6BB; Opp(BB): folds,,,,,21.0BB,,0BB,,0BB,,0BB,0BB,18.0BB,,,,,,NO,,,,
RC3337221218,Hero(SB),NA,,,limped,NO,fold,212BB,3c 4s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3337221187,Hero(BB),NA,,,SRP,NO,fold,213BB,7s Jh,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 2.0BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3337221161,Hero(SB),NA,,,SRP,NO,fold,213BB,2s Qd,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3337221115,Hero(BTN),NA,,,SRP,NO,fold,213BB,8c 7d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3337221086,Hero(CO),NA,,,3B,NO,fold,213BB,Th 9d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): raises 9.0BB; Opp(SB): folds,Opp(SB): raises 3.0BB,Opp(BB): raises 9.0BB; Opp(SB): folds,,,,,,7.4BB,,0BB,,0BB,,0BB,0BB,6.0BB,,,,,,NO,,,,
RC3337221043,Hero(UTG),NA,,,SRP,NO,1v1,213BB,8h Jd,$0.02/$0.05,Kc 6d Js,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Opp(BTN): bets 1.4BB; Opp(BB): folds; ,4.4BB,,0BB,,0BB,0BB,4.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337221013,Hero(UTG),NA,,,SRP,NO,fold,213BB,Ad 8h,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3337220986,Hero(MP),NA,,,SRP,NO,fold,213BB,8d 2s,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3337220792,Hero(CO),IP,,CO,3B,NO,fold,209BB,Ah Kd,$0.02/$0.05,,,,Opp(UTG): raises 2.6BB; Opp(MP): folds; Hero(CO): raises 7.6BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; Opp(UTG): folds,Opp(UTG): raises 2.6BB; Opp(MP): folds,Hero(CO): raises 7.6BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds; Opp(UTG): folds,,,,,,6.6BB,,0BB,,0BB,,0BB,3.8BB,6.6BB,,,,,,NO,,,,
RC3337220764,Hero(BB),NA,,,3B,NO,fold,210BB,Ad 7s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): raises 6.8BB; Hero(BB): folds; Opp(BTN): folds,Opp(BTN): raises 2.0BB,Opp(SB): raises 6.8BB; Hero(BB): folds; Opp(BTN): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,-1.0BB,5.0BB,,,,,,NO,,,,
RC3337220673,Hero(BTN),IP,BTN,,SRP,NO,fold,209BB,Ad As,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds,Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,1.4BB,2.4BB,,,,,,NO,,,,
RC3337220621,Hero(BTN),NA,,,SRP,NO,1v1,209BB,5h 7h,$0.02/$0.05,4d 6s 9c,Kh,Ad,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): bets 1.6BB; Opp(CO): raises 3.2BB; Opp(BB): calls 1.6BB; ,10.8BB,Opp(BB): checks; Opp(CO): checks; ,10.8BB,Opp(BB): bets 3.6BB; Opp(CO): calls 3.6BB; ,18.0BB,0BB,18.0BB,,NO,NO,,IP R,YES,YES,,YES,
RC3337220588,Hero(SB),NA,,,SRP,NO,1v1,209BB,4h 9s,$0.02/$0.05,2d As Jc,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 1.6BB,Opp(CO): raises 2.6BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,Opp(BB): checks; Opp(CO): bets 2.0BB; Opp(BB): folds; ,5.6BB,,0BB,,0BB,-0.4BB,5.6BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337220508,Hero(BB),NA,,,SRP,NO,fold,210BB,5s Qs,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3337220483,Hero(UTG),NA,,,SRP,NO,1v1,210BB,Tc Qd,$0.02/$0.05,6d 2c Ts,Qs,3c,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 3.0BB; Opp(SB): folds; Opp(BB): calls 2.0BB,Opp(BTN): raises 3.0BB; Opp(SB): folds; Opp(BB): calls 2.0BB,,,,,,,6.4BB,Opp(BB): checks; Opp(BTN): checks; ,6.4BB,Opp(BB): bets 2.2BB; Opp(BTN): calls 2.2BB; ,10.8BB,Opp(BB): checks; Opp(BTN): bets 16.6BB; Opp(BB): folds; ,10.8BB,0BB,10.8BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337220453,Hero(CO),NA,,,limped,NO,fold,210BB,Qh 4h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337220421,Hero(SB),NA,,,SRP,NO,fold,211BB,7h 4h,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3337220247,Hero(UTG),NA,UTG,,3B,NO,1v1,213BB,Jh Ad,$0.02/$0.05,9d 3h 9h,4c,,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): raises 11.0BB; Hero(UTG): folds; Opp(BTN): calls 9.0BB,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): folds,Opp(BB): raises 11.0BB; Hero(UTG): folds; Opp(BTN): calls 9.0BB,,,,,,25.4BB,Opp(BB): checks; Opp(BTN): bets 8.2BB; Opp(BB): calls 8.2BB; ,41.8BB,Opp(BB): checks; Opp(BTN): bets 81.8BB; Opp(BB): folds; ,41.8BB,,0BB,-2.0BB,40.8BB,,YES,NO,OOP call,,NO,YES,,,
RC3337220202,Hero(MP),NA,,,limped,NO,fold,213BB,8s 2c,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337219670,Hero(BTN),IP,,,SRP,NO,multi,218BB,8c 9c,$0.02/$0.05,9s 4s 5d,Jd,5s,Opp(UTG): raises 2.2BB; Opp(MP): calls 2.2BB; Opp(CO): folds; Hero(BTN): calls 2.2BB; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.2BB; Opp(MP): calls 2.2BB; Opp(CO): folds; Hero(BTN): calls 2.2BB; Opp(SB): folds; Opp(BB): folds,,,,,,,8.0BB,Opp(UTG): checks; Opp(MP): checks; Hero(BTN): checks; ,8.0BB,Opp(UTG): checks; Opp(MP): checks; Hero(BTN): checks; ,8.0BB,Opp(UTG): bets 2.8BB; Opp(MP): folds; Hero(BTN): calls 2.8BB; ,13.6BB,-5.0BB,13.6BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337219632,Hero(UTG),NA,,,SRP,NO,fold,218BB,4d 5h,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3337219386,Hero(MP),IP,MP,,SRP,NO,1v1,214BB,Ts Ah,$0.02/$0.05,4s 9s 2s,Qs,,Opp(UTG): folds; Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Hero(MP): checks; ,4.4BB,Opp(BB): checks; Hero(MP): bets 2.4BB; Opp(BB): folds; ,4.4BB,,0BB,2.2BB,4.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337219363,Hero(BB),IP,,,limped,NO,fold,215BB,8s Qh,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB,,,,,,NO,,,,
RC3337219319,Hero(SB),NA,,,limped,NO,fold,216BB,Ts 3d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3337219234,Hero(UTG),NA,,,SRP,NO,1v1,216BB,Qs 9h,$0.02/$0.05,Qd 2h 5h,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): calls 2.0BB,Opp(SB): raises 3.0BB; Opp(BB): calls 2.0BB,,,,,,,6.4BB,Opp(SB): bets 3.0BB; Opp(BB): folds; ,6.4BB,,0BB,,0BB,0BB,6.0BB,,,NO,,IP fold,YES,,,,
RC3337219106,Hero(UTG),NA,,,limped,NO,fold,216BB,Ah 7h,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337219078,Hero(SB),NA,,,SRP,NO,1v1,216BB,Kd 3s,$0.02/$0.05,8s 6d 2h,8d,Td,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 1.4BB,Opp(CO): raises 2.4BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 1.4BB,,,,,,,5.2BB,Opp(BB): checks; Opp(CO): checks; ,5.2BB,Opp(BB): bets 2.6BB; Opp(CO): raises 10.4BB; Opp(BB): raises 22.0BB; Opp(CO): raises 44.0BB; Opp(BB): calls 22.0BB; ,106.2BB,Opp(BB): checks; Opp(CO): checks; ,106.2BB,-0.4BB,93.2BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337218946,Hero(MP),NA,,,SRP,NO,1v1,216BB,2d 9h,$0.02/$0.05,7h Ts Kh,2h,2s,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): calls 2.2BB; Opp(BB): folds,Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): calls 2.2BB; Opp(BB): folds,,,,,,,6.2BB,Opp(SB): checks; Opp(CO): bets 4.2BB; Opp(SB): calls 4.2BB; ,14.6BB,Opp(SB): checks; Opp(CO): checks; ,14.6BB,Opp(SB): bets 10.4BB; Opp(CO): calls 10.4BB; ,35.4BB,0BB,35.4BB,,YES,NO,OOP call,,NO,YES,,,
RC3337218532,Hero(BTN),IP,,,SRP,NO,multi,218BB,6h 7h,$0.02/$0.05,2d 4c 2c,Qd,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,6.4BB,Opp(BB): checks; Opp(UTG): checks; Hero(BTN): checks; ,6.4BB,Opp(BB): bets 1.0BB; Opp(UTG): folds; Hero(BTN): folds; ,6.4BB,,0BB,-2.0BB,6.4BB,,NO,NO,,,NO,YES,IP check,YES,
