hand_id,hero_position,hero_position_type,hero_open_position,hero_3b_position,pot_type,hero_squeeze,final_pot_type,hero_stack,hero_cards,SB_BB,flop_cards,turn_card,river_card,preflop_actions,preflop_action_1st_bet,preflop_action_3B,preflop_action_4B,preflop_action_5B,preflop_action_limp,preflop_action_limp_fold,preflop_action_limp_call,Preflop_Pot,flop_actions,Flop_Pot,turn_actions,Turn_Pot,river_actions,River_Pot,Result(Hero),Total_Pot,cash_drop,IP_Cbet_Flop,OOP_Cbet_Flop,IP_Cbet_Response,OOP_Cbet_Response,OOP_Donk_Flop,Miss_Cbet_OOP,Miss_Cbet_OOP_Response,Miss_Cbet_IP,Miss_Cbet_IP_Response
RC3334367348,Hero(BB),OOP,,,SRP,NO,1v1,100BB,4s As,$0.02/$0.05,Jh 4h 5h,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,,,,,,,4.4BB,Hero(BB): checks; Opp(UTG): bets 3.4BB; Hero(BB): folds; ,4.4BB,,0BB,,0BB,-2.0BB,4.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334367320,Hero(SB),NA,,,SRP,NO,fold,100BB,Qd 3h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 3.0BB; Hero(SB): folds; Opp(BB): folds,Opp(BTN): raises 3.0BB; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334367272,Hero(MP),NA,,,SRP,NO,1v1,100BB,7c 4c,$0.02/$0.05,Ac 8s 2c,Ts,7d,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Opp(CO): checks; ,4.4BB,Opp(BB): checks; Opp(CO): checks; ,4.4BB,Opp(BB): checks; Opp(CO): bets 3.4BB; Opp(BB): calls 3.4BB; ,11.2BB,0BB,11.2BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334367139,Hero(CO),NA,CO,,3B,NO,fold,100BB,8s Ah,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): raises 6.0BB; Opp(SB): folds; Opp(BB): folds; Hero(CO): folds,Hero(CO): raises 2.0BB,Opp(BTN): raises 6.0BB; Opp(SB): folds; Opp(BB): folds; Hero(CO): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,-2.0BB,5.4BB,,,,,,NO,,,,
RC3334366967,Hero(CO),IP,CO,,SRP,NO,1v1,100BB,Tc Qc,$0.02/$0.05,Td 5d 9c,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Hero(CO): bets 1.6BB; Opp(BB): raises 8.4BB; Hero(CO): folds; ,7.6BB,,0BB,,0BB,-3.6BB,7.6BB,,YES,NO,OOP XR,,NO,YES,,,
RC3334366810,Hero(BTN),NA,BTN,,3B,NO,fold,100BB,6s 5s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): raises 8.0BB; Hero(BTN): folds,Hero(BTN): raises 2.0BB; Opp(SB): folds,Opp(BB): raises 8.0BB; Hero(BTN): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,-2.0BB,4.4BB,,,,,,NO,,,,
RC3334366788,Hero(SB),NA,,,limped,NO,fold,100BB,5s 3c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3334366670,Hero(BB),NA,,,SRP,NO,fold,100BB,4s Ac,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 3.0BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 3.0BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3334366485,Hero(CO),NA,CO,,3B,NO,fold,100BB,5c 5h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): raises 6.4BB; Hero(CO): folds,Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds,Opp(BB): raises 6.4BB; Hero(CO): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,-2.0BB,4.4BB,,,,,,NO,,,,
RC3334366463,Hero(UTG),NA,,,SRP,NO,fold,100BB,2s Js,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334366439,Hero(UTG),NA,,,SRP,NO,1v1,100BB,7s 5c,$0.02/$0.05,7h Ad 8s,3s,6s,Hero(UTG): folds; Opp(MP): raises 2.2BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 1.8BB; Opp(BB): folds,Opp(MP): raises 2.2BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 1.8BB; Opp(BB): folds,,,,,,,5.4BB,Opp(SB): checks; Opp(MP): bets 1.8BB; Opp(SB): calls 1.8BB; ,9.0BB,Opp(SB): checks; Opp(MP): checks; ,9.0BB,Opp(SB): bets 4.6BB; Opp(MP): folds; ,9.0BB,0BB,9.0BB,,YES,NO,OOP call,,NO,YES,,,
RC3334366418,Hero(CO),NA,,,SRP,NO,fold,100BB,7d 9c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.2BB; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.2BB; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334366395,Hero(BTN),NA,,,SRP,NO,fold,100BB,3c 8h,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334366364,Hero(SB),NA,,,SRP,NO,fold,100BB,4s Qs,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334366259,Hero(BB),NA,,,SRP,NO,fold,100BB,4c Jd,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.6BB; Hero(BB): folds,Opp(SB): raises 2.6BB; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.0BB,,,,,,NO,,,,
RC3336607467,Hero(SB),OOP,,,SRP,NO,multi,101BB,Ks Jh,$0.02/$0.05,4c 7d 2h,8c,9d,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): calls 1.0BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): calls 1.0BB,,,,,,,6.0BB,Hero(SB): checks; Opp(BB): checks; Opp(UTG): checks; ,6.0BB,Hero(SB): checks; Opp(BB): checks; Opp(UTG): checks; ,6.0BB,Hero(SB): checks; Opp(BB): bets 9.0BB; Opp(UTG): calls 9.0BB; Hero(SB): folds; ,24.0BB,-2.0BB,24.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3336607403,Hero(UTG),IP,UTG,,SRP,NO,fold,100BB,Jd Ks,$0.02/$0.05,,,,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,1.4BB,2.4BB,,,,,,NO,,,,
RC3336607362,Hero(MP),NA,,,3B,NO,fold,100BB,Th Kd,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): raises 9.0BB; Opp(BB): folds; Opp(BTN): folds,Opp(BTN): raises 2.6BB,Opp(SB): raises 9.0BB; Opp(BB): folds; Opp(BTN): folds,,,,,,6.6BB,,0BB,,0BB,,0BB,0BB,6.2BB,,,,,,NO,,,,
RC3336607327,Hero(BB),NA,,,SRP,NO,fold,100BB,Ts 4c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 2.0BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3336606991,Hero(BTN),IP,,,SRP,NO,1v1,100BB,Jd Qd,$0.02/$0.05,5d 4h 5c,9c,6s,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,5.4BB,Opp(MP): bets 1.8BB; Hero(BTN): calls 1.8BB; ,9.0BB,Opp(MP): checks; Hero(BTN): checks; ,9.0BB,Opp(MP): checks; Hero(BTN): checks; ,9.0BB,-3.8BB,9.0BB,,NO,NO,,IP call,YES,YES,,YES,
RC3336606969,Hero(SB),NA,,,SRP,NO,1v1,100BB,5c 6d,$0.02/$0.05,8s Qh 9h,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 1.6BB,Opp(CO): raises 2.6BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,Opp(BB): checks; Opp(CO): bets 2.0BB; Opp(BB): folds; ,5.6BB,,0BB,,0BB,-0.4BB,5.6BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336606949,Hero(MP),NA,,,SRP,NO,fold,100BB,2s Qh,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3336606914,Hero(CO),NA,,,limped,NO,fold,100BB,Jc 9d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336606431,Hero(BTN),NA,,,SRP,NO,1v1,100BB,Kd Qh,$0.02/$0.05,Qc 4h 7s,Js,,Opp(UTG): folds; Opp(MP): raises 3.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 2.0BB,Opp(MP): raises 3.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 2.0BB,,,,,,,6.4BB,Opp(BB): checks; Opp(MP): bets 2.2BB; Opp(BB): raises 7.2BB; Opp(MP): calls 5.0BB; ,20.8BB,Opp(BB): checks; Opp(MP): bets 10.4BB; Opp(BB): folds; ,20.8BB,,0BB,0BB,20.8BB,,YES,NO,OOP XR,,NO,YES,,,
RC3336606384,Hero(SB),NA,,,SRP,NO,fold,100BB,8c 6s,$0.02/$0.05,,,,Opp(UTG): raises 2.4BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.4BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3336606311,Hero(CO),NA,,,limped,NO,fold,100BB,9c Jh,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336606277,Hero(UTG),NA,,,SRP,NO,fold,100BB,Jd Qc,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): folds,Opp(SB): raises 2.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3336605523,Hero(BB),IP,,,limped,NO,1v1,101BB,4s 6d,$0.02/$0.05,Qd Js 6c,Td,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 0.6BB; Hero(BB): checks,,,,,,,,2.0BB,Opp(SB): bets 1.0BB; Hero(BB): calls 1.0BB; ,4.0BB,Opp(SB): bets 1.6BB; Hero(BB): folds; ,4.0BB,,0BB,-2.0BB,4.0BB,,NO,NO,,IP call,YES,YES,,YES,
RC3336605472,Hero(CO),NA,,,SRP,NO,fold,101BB,2h 3c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.4BB; Opp(BB): folds,Opp(SB): raises 2.4BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3336605305,Hero(BTN),IP,BTN,,SRP,NO,fold,100BB,Ac 7c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds,Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,1.4BB,2.4BB,,,,,,NO,,,,
RC3336605247,Hero(SB),NA,,,SRP,NO,fold,100BB,Ac 2d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(CO): raises 2.4BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3336605222,Hero(BB),NA,,,SRP,NO,fold,101BB,Kd 8c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3336605145,Hero(UTG),IP,UTG,,SRP,NO,fold,100BB,Ad Qc,$0.02/$0.05,,,,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,1.4BB,2.4BB,,,,,,NO,,,,
RC3336605115,Hero(MP),NA,,,limped,NO,fold,100BB,4s 5h,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336605089,Hero(UTG),NA,,,4B,NO,1v1,100BB,Jd 7c,$0.02/$0.05,8s Kd 4d,2h,6d,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): raises 10.0BB; Opp(SB): folds; Opp(BB): folds; Opp(CO): raises 100.0BB; Opp(BTN): calls 84.6BB; 83309f29: shows [Qc Qd]; 33f7c7b2: shows [As Qh],Opp(CO): raises 2.6BB,Opp(BTN): raises 10.0BB; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 100.0BB; Opp(BTN): calls 84.6BB; 83309f29: shows [Qc Qd]; 33f7c7b2: shows [As Qh],,,,,193.2BB,,193.2BB,,193.2BB,,0BB,0BB,190.6BB,,,,,,NO,,,,
RC3336605055,Hero(CO),NA,,,limped,NO,fold,100BB,Ks 7h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336604943,Hero(SB),NA,,,SRP,NO,1v1,100BB,5s 4d,$0.02/$0.05,Kh 2d 7c,Tc,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Hero(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Hero(SB): folds; Opp(BB): folds,,,,,,,5.4BB,Opp(UTG): checks; Opp(BTN): checks; ,5.4BB,Opp(UTG): bets 2.8BB; Opp(BTN): folds; ,5.4BB,,0BB,-0.4BB,5.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3336604809,Hero(BB),OOP,,,SRP,NO,1v1,100BB,Ad Jd,$0.02/$0.05,Qs 4c 7c,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Hero(BB): calls 1.2BB,Opp(BTN): raises 2.2BB; Opp(SB): folds; Hero(BB): calls 1.2BB,,,,,,,4.8BB,Hero(BB): checks; Opp(BTN): bets 2.0BB; Hero(BB): folds; ,4.8BB,,0BB,,0BB,-2.2BB,4.8BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336604766,Hero(BTN),NA,,,SRP,NO,fold,100BB,Jd Tc,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 2.6BB; Opp(BB): folds,Opp(SB): raises 2.6BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3336554718,Hero(UTG),NA,,,SRP,NO,fold,100BB,4c 6h,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3336554171,Hero(MP),IP,MP,,3B,NO,1v1,116BB,Ah Kh,$0.02/$0.05,2d Jd 2c,Js,4d,Opp(UTG): folds; Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 10.0BB; Opp(BB): folds; Hero(MP): calls 8.0BB,Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds,Opp(SB): raises 10.0BB; Opp(BB): folds; Hero(MP): calls 8.0BB,,,,,,21.4BB,Opp(SB): bets 7.0BB; Hero(MP): calls 7.0BB; ,35.4BB,Opp(SB): checks; Hero(MP): checks; ,35.4BB,Opp(SB): bets 11.6BB; Hero(MP): folds; ,35.4BB,-17.0BB,35.0BB,,NO,NO,,IP call,YES,YES,,YES,
RC3336554137,Hero(MP),NA,,,SRP,NO,fold,116BB,5c As,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336553800,Hero(BTN),IP,BTN,,SRP,NO,1v1,118BB,3h 3c,$0.02/$0.05,Qd 8h 7h,Ts,4c,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): raises 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): folds,Hero(BTN): raises 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): folds,,,,,,,5.0BB,Opp(SB): checks; Hero(BTN): checks; ,5.0BB,Opp(SB): checks; Hero(BTN): checks; ,5.0BB,Opp(SB): bets 1.8BB; Hero(BTN): folds; ,5.0BB,-2.0BB,5.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3336553718,Hero(SB),NA,,,SRP,NO,1v1,119BB,8d 9d,$0.02/$0.05,9s 2c Ad,4h,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Hero(SB): folds; Opp(BB): calls 1.0BB,Opp(BTN): raises 2.0BB; Hero(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Opp(BTN): checks; ,4.4BB,Opp(BB): bets 2.4BB; Opp(BTN): folds; ,4.4BB,,0BB,-0.4BB,4.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3336553616,Hero(BB),NA,,,3B,NO,fold,120BB,Ac 6h,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 6.2BB; Opp(SB): folds; Hero(BB): folds; Opp(UTG): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds,Opp(BTN): raises 6.2BB; Opp(SB): folds; Hero(BB): folds; Opp(UTG): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,-1.0BB,5.4BB,,,,,,NO,,,,
RC3336553568,Hero(UTG),NA,,,SRP,NO,1v1,120BB,Qd 8c,$0.02/$0.05,2h Ks Jc,4h,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): calls 1.6BB,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,Opp(BB): checks; Opp(BTN): checks; ,5.6BB,Opp(BB): checks; Opp(BTN): bets 5.6BB; Opp(BB): folds; ,5.6BB,,0BB,0BB,5.6BB,,NO,NO,,,NO,YES,IP check,YES,
RC3336553538,Hero(UTG),NA,,,SRP,NO,fold,120BB,2h Qs,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336553489,Hero(BTN),NA,,,5B,NO,fold,120BB,4d 2d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): raises 7.8BB; Opp(SB): raises 20.0BB; Opp(BB): raises 116.0BB; Opp(SB): folds,Opp(SB): raises 3.0BB,Opp(BB): raises 7.8BB,Opp(SB): raises 20.0BB,Opp(BB): raises 116.0BB; Opp(SB): folds,,,,52.2BB,,0BB,,0BB,,0BB,0BB,40.0BB,,,,,,NO,,,,
RC3336553201,Hero(SB),OOP,,,SRP,NO,1v1,117BB,2s 2d,$0.02/$0.05,9s 3s 7s,8c,5s,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): folds,,,,,,,5.0BB,Hero(SB): checks; Opp(CO): checks; ,5.0BB,Hero(SB): checks; Opp(CO): checks; ,5.0BB,Hero(SB): checks; Opp(CO): checks; ,5.0BB,2.8BB,5.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3336553142,Hero(CO),NA,,,SRP,NO,fold,117BB,Kd 6c,$0.02/$0.05,,,,Opp(UTG): raises 2.6BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.6BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336552982,Hero(CO),NA,,,SRP,NO,fold,117BB,Jc Kh,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336552896,Hero(BB),IP,,,limped,NO,fold,116BB,Kc Js,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB,,,,,,NO,,,,
RC3336552780,Hero(BTN),NA,,,SRP,NO,fold,116BB,Qs Jh,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.6BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336552744,Hero(MP),NA,,,SRP,NO,1v1,116BB,4c Jh,$0.02/$0.05,4h Kd 3h,3s,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): calls 2.0BB,Opp(SB): raises 3.0BB; Opp(BB): calls 2.0BB,,,,,,,6.4BB,Opp(SB): checks; Opp(BB): checks; ,6.4BB,Opp(SB): bets 3.0BB; Opp(BB): folds; ,6.4BB,,0BB,0BB,6.0BB,,NO,NO,,,NO,YES,IP check,YES,
