hand_id,hero_position,hero_stack,hero_cards,flop_cards,turn_card,river_card,preflop_actions,flop_actions,turn_actions,river_actions,result
RC3334373611,4,5.81,6d 7d,As 6s Jc,Ks,Qd,Opponent: raises $0.08 to $0.13; Opponent: calls $0.11; ,Opponent: checks; Opponent: bets $0.11; Opponent: raises $0.59 to $0.7; Opponent: calls $0.59; ,Opponent: checks; Opponent: bets $0.86; Opponent: calls $0.86; ,Opponent: checks; Opponent: checks; Opponent: shows [6c Ac] (Pair of Aces and Pair of Sixes); Opponent: shows [Jh Jd] (Three Jacks); ,Opponent collected $3.21 from pot
RC3334373589,4,5.81,4d 7s,,,,,,,,Opponent 3
RC3334373569,1,5.81,8h Kd,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334373545,4,5.81,7h 3h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3334373524,2,5.83,4h Kh,,,,,,,,Opponent 3
RC3334373504,3,5.88,7h Td,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 6
RC3334373112,1,6.26,Kc 8c,7h Qs Kh,7s,Ts,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Hero: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Hero: checks; Opponent: shows [8s Ks] (King High Flush); Hero: shows [Kc 8c] (Pair of Kings and Pair of Sevens); ,Opponent collected $0.75 from pot
RC3334372917,6,5.9,Qd Ad,Kd Qh 6s,,,Opponent: raises $0.05 to $0.1; Hero: raises $0.22 to $0.32; Opponent: calls $0.22; ,Opponent: checks; Hero: bets $0.24; ,,,Hero collected $0.68 from pot
RC3334372486,4,5.24,Ks Qs,As Qd 6s,Qc,5d,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Hero: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Hero: bets $0.4; Opponent: calls $0.4; Hero: shows [Ks Qs] (Three Queens); Opponent: shows [Ad Js] (Pair of Aces and Pair of Queens); ,Hero collected $1.44 from pot
RC3334372347,2,5.39,Ac Jd,4s 2s 5s,,,Hero: raises $0.1 to $0.15; Opponent: calls $0.1; ,Hero: checks; Opponent: bets $0.1; ,,,Opponent collected $0.29 from pot
RC3334372324,6,5.39,5c 3s,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334372297,5,5.39,Ac 9d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334372248,3,5.44,8h 3s,Ks 8s Kh,,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.11; ,Opponent: bets $0.15; ,,,Opponent collected $0.28 from pot
RC3334372230,1,5.44,9h Ks,,,,,,,,Opponent 3
RC3334372104,4,5.37,As Qs,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334371899,5,5.0,Kd Tc,Kc 5d 9h,Qh,7s,Hero: raises $0.05 to $0.1; Opponent: raises $0.08 to $0.18; Hero: calls $0.08; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Hero: checks; Opponent: shows [Ad Td] (Ace-High); Hero: shows [Kd Tc] (Pair of Kings); ,Hero collected $0.75 from pot
RC3334371769,1,5.07,6d 6s,,,,Opponent: raises $0.08 to $0.13; Hero: calls $0.13; Opponent: raises $0.33 to $0.46; Opponent: raises $0.74 to $1.2; ,,,,Opponent 5
RC3334371704,2,5.09,3c 7c,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 4
RC3334371681,3,5.14,Jc 3s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334371656,6,5.14,4c Qd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334371619,6,5.14,Th 5h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; ,,,,Opponent 1
RC3334371597,4,5.14,Ah 9s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334371572,6,5.14,3h 3c,5d Qd 9s,2d,Kh,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.17; ,Opponent collected $0.48 from pot
RC3334371543,1,5.07,9c 4d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334371512,3,5.12,2s 9s,,,,,,,,Opponent 3
RC3334371235,2,5.38,9s 9d,5s 5d 3c,Qs,,Opponent: raises $0.08 to $0.13; Hero: calls $0.11; Opponent: calls $0.08; ,Hero: checks; Opponent: bets $0.13; Hero: calls $0.13; ,Hero: checks; Opponent: bets $0.33; ,,Opponent collected $0.62 from pot
RC3334371115,6,5.38,5s Ks,,,,,,,,Opponent 3
RC3334371086,3,5.43,2c 6c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334371067,5,5.43,3s 6d,Tc Ts 6c,2h,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.09; ,,Opponent collected $0.25 from pot
RC3334371049,5,5.43,Ts Kh,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.27 to $0.37; Opponent: raises $0.53 to $0.9; ,,,,Opponent 6
RC3334370875,2,5.0,Kd Ad,Ah Tc Js,7d,,Opponent: raises $0.05 to $0.1; Hero: raises $0.32 to $0.42; Opponent: calls $0.32; ,Hero: checks; Opponent: checks; ,Hero: bets $0.3; ,,Hero collected $0.85 from pot
RC3334370855,1,5.0,3s Jd,Kd 9h 3d,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.14; ,,,Opponent collected $0.27 from pot
RC3334370833,5,5.0,Jh 2s,,,,,,,,Opponent 3
RC3334370814,6,5.0,7h 3h,,,,,,,,Opponent 3
RC3334370744,1,5.0,9d 3s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 5
RC3334370677,3,5.02,2h 6s,Kc Qh 7d,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.12; ,Opponent: bets $0.15; Opponent: raises $0.31 to $0.46; ,,,Opponent collected $0.58 from pot
RC3334370558,2,5.07,7h 4h,,,,Hero: calls $0.03; Opponent: raises $0.15 to $0.2; ,,,,Opponent 3
RC3334370454,6,5.07,8s 6d,Ks Kc Ad,8h,7s,Opponent: total $0.5; Opponent: raises $0.55 to $0.6; Opponent: calls $0.55; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [4d 4c] (Pair of Kings and Pair of Fours); Opponent: shows [Jd 7h] (Pair of Kings and Pair of Sevens); ,Opponent collected $1.57 from pot
RC3334370433,5,5.07,8s Kh,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3334370360,6,5.0,8s 8d,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334370342,6,5.0,2d 6d,,,,,,,,Opponent 3
RC3334370316,1,5.0,3d 9s,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.33 to $0.46; ,,,,Opponent 3
RC3334370254,3,5.0,8s 9c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 1
RC3334370235,2,5.0,As 6d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334370202,4,5.0,5h 7d,,,,Opponent: raises $0.15 to $0.2; ,,,,Opponent 6
RC3334370185,6,5.0,Kh 9c,3c Js 2c,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.16 to $0.28; Opponent: raises $0.86 to $1.14; Opponent: calls $0.86; ,Opponent: checks; Opponent: bets $4.25 and is all-in; ,,,Opponent collected $2.17 from pot
RC3334370169,4,5.0,3h Jd,9h 2d 9c,Jh,8s,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.48; ,Opponent collected $0.46 from pot
RC3334370154,1,5.0,4d 2h,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3334369947,3,5.0,Kh Qs,5c 9h 2s,8h,,Opponent: raises $0.07 to $0.12; Hero: calls $0.07; ,Hero: checks; Opponent: bets $0.09; Hero: calls $0.09; ,Hero: checks; Opponent: bets $0.22; ,,Opponent collected $0.42 from pot
RC3334369901,2,5.01,3s Qs,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334369882,5,5.01,Ts Kh,,,,,,,,Opponent 3
RC3334369863,6,5.01,2s 7s,,,,,,,,Opponent 3
RC3334369846,4,5.01,Qs 7h,Ks 5s Kc,4h,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.22 to $0.32; Opponent: calls $0.22; ,Opponent: checks; Opponent: bets $0.24; Opponent: calls $0.24; ,Opponent: checks; Opponent: bets $0.87; ,,Opponent collected $1.13 from pot
RC3334369816,1,5.01,3d 8d,Qs As Ts,Jd,4d,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.17; Opponent: calls $0.17; ,Opponent: bets $1.12; Opponent: calls $1.12; Opponent: shows [8s Js] (Ace High Flush); Opponent: shows [Ac Kd] (Aces-High Straight); ,Opponent collected $2.6 from pot
RC3334369788,6,5.01,Ts 5d,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 4
RC3334369768,2,5.03,Kc 2c,Qd Js Tc,8h,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.14; ,,Opponent collected $0.21 from pot
RC3334369517,3,5.14,Ah Jc,Kh 7h 7d,9d,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.09; Hero: calls $0.06; ,Opponent: checks; Hero: checks; Opponent: checks; ,Opponent: bets $0.17; ,,Opponent collected $0.32 from pot
RC3334369223,6,5.19,7h 7s,9h 6h 2c,,,Opponent: calls $0.05; Hero: calls $0.05; Opponent: calls $0.03; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: bets $0.1; ,,,Opponent collected $0.19 from pot
RC3334369203,2,5.21,8s 3d,,,,,,,,Opponent 3
RC3334369186,1,5.21,2c 8s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3334368935,3,5.0,Kc Ts,8c Jd 9h,7c,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: checks; Opponent: checks; ,Hero: bets $0.24; ,,Hero collected $0.31 from pot
RC3334368908,6,5.0,7c 2s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334368884,6,5.0,Jc 4d,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334368865,6,5.0,Qh 2c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334368836,5,5.0,6h 6c,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.24 to $0.35; ,,,,Opponent 3
RC3334368816,6,5.0,Tc 2d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 1
RC3334368746,2,5.02,5d 2c,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334368677,3,5.0,Td Kh,,,,,,,,Opponent 3
RC3334368627,1,5.0,Jh 8h,Jc 2c Ts,Kh,4d,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.11; Opponent: calls $0.11; ,Opponent: bets $0.15; Opponent: calls $0.15; ,Opponent: bets $0.74; ,Opponent collected $0.71 from pot
RC3334368597,6,5.0,3s Ks,2c 7h 4c,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.4 to $0.5; Opponent: calls $0.4; ,Opponent: checks; Opponent: bets $0.54; ,,,Opponent collected $1 from pot
RC3334368576,6,5.0,2h 5d,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.2 to $0.33; ,,,,Opponent 3
RC3334368555,1,5.0,6s 4d,,,,,,,,Opponent 3
RC3334368534,2,5.02,5h 2c,,,,,,,,Opponent 3
RC3334368513,3,5.07,As 5h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334368495,4,5.07,9h Ac,9s 2d Qc,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; Opponent: calls $0.2; ,Opponent: checks; Opponent: bets $0.3; ,,,Opponent collected $0.57 from pot
RC3334368356,5,5.0,Qs As,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334368311,4,5.0,9d Jh,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3334368291,1,5.0,Jh 4d,Kc 4c 7c,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: bets $0.08; ,,,Opponent collected $0.23 from pot
RC3334368260,2,5.0,3h Qh,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 5
RC3334368235,3,5.0,8c 4h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334368202,6,5.0,2c 6s,Qs 8c 9s,3d,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.27 to $0.37; Opponent: calls $0.27; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.28; ,,Opponent collected $0.77 from pot
RC3334368181,6,5.0,Td 3c,,,,Opponent: raises $0.09 to $0.14; ,,,,Opponent 2
RC3334368021,6,5.0,3c 3h,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.19 to $0.29; Opponent: raises $0.56 to $0.85; ,,,,Opponent 3
RC3334368001,1,5.0,6s 7d,Jd 2h Jc,,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.13; ,Opponent: checks; Opponent: bets $0.18; ,,,Opponent collected $0.33 from pot
RC3334367977,2,5.02,2d 3d,Kc 7d Jd,5d,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.3; ,,Opponent collected $0.21 from pot
RC3334367952,3,5.07,Kd 9c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 5
RC3334367928,6,5.07,Qs 4h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334367906,6,5.07,Kc 8d,Tc 5d 8c,8h,4s,Opponent: raises $0.08 to $0.13; Opponent: calls $0.13; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [7d As] (Pair of Eights); Opponent: shows [6c 2d] (Pair of Eights); ,Opponent collected $0.32 from pot
RC3334367882,6,5.07,4s Ah,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334367859,4,5.07,Jc Qh,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334367795,3,5.12,9h 2h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334367778,2,5.14,Jd 3h,Qc 8h Kc,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; Opponent: calls $0.21; ,Opponent: checks; Opponent: bets $0.35; ,,,Opponent collected $0.66 from pot
RC3334367722,1,5.14,8h 2c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3334367696,4,5.14,5h 7s,,,,,,,,Opponent 3
RC3334367537,4,5.07,Qh Qd,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334367500,1,5.0,6c 9c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334367472,2,5.0,6c Jc,,,,,,,,Opponent 3
RC3334367447,3,5.0,4d Th,,,,,,,,Opponent 3
RC3334367421,5,5.0,2c 3h,,,,,,,,Opponent 3
RC3334367397,4,5.0,3d Ah,5s 9h 9s,Tc,Js,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Opponent: bets $0.5; Opponent: calls $0.5; Opponent: shows [Kh Qh] (Kings-High Straight); Opponent: shows [9d Ks] (Three Nines); ,Opponent collected $1.51 from pot
RC3334367377,6,5.0,Th 7c,,,,,,,,Opponent 3
RC3334367357,1,5.0,Th 4c,4h Tc 7h,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.13; ,,,Opponent collected $0.24 from pot
RC3334367180,2,5.0,4h 6h,9d Ks Ah,5c,8c,Opponent: total $0.5; Opponent: raises $0.05 to $0.1; Hero: calls $0.08; Opponent: calls $0.05; ,Hero: checks; Opponent: checks; Opponent: bets $0.27; Opponent: calls $0.27; ,Opponent: checks; Opponent: checks; ,Opponent: bets $1.01; ,Opponent collected $1.28 from pot
RC3334366824,3,5.18,Jc Kc,Qh Th 8c,7s,Ks,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: checks; Opponent: checks; ,Hero: checks; Opponent: bets $0.16; Hero: calls $0.16; ,Hero: checks; Opponent: bets $0.22; Hero: calls $0.22; Opponent: shows [Jh Ad] (Aces-High Straight); Hero: shows [Jc Kc] (Pair of Kings); ,Opponent collected $1.03 from pot
RC3334366806,4,5.18,2d Tc,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334366779,4,5.18,8d Ks,5c 7s 4d,Qd,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.18; ,,Opponent collected $0.43 from pot
RC3334366682,6,5.18,5s 2c,,,,,,,,Opponent 3
RC3334366521,1,5.0,Qs Ah,,,,Opponent: raises $0.07 to $0.12; Hero: raises $0.24 to $0.36; ,,,,Opponent 1
RC3334366501,2,5.0,5h 9c,,,,,,,,Opponent 3
RC3334366481,3,5.0,3d Kc,Ah 5c 4c,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: raises $0.5 to $0.6; Opponent: calls $0.5; ,Opponent: bets $0.4; ,,,Opponent collected $1.29 from pot
RC3334366457,5,5.0,6d 2c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334366435,4,5.0,7h As,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3334366409,4,5.0,2d 7h,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334366387,4,5.0,9s 5d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334366368,1,5.0,2c Jc,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 5
RC3334366346,2,5.0,As 2h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334366238,3,5.0,Qs 2h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334603734,1,9.04,6s 6d,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.27 to $0.37; ,,,,Opponent 3
RC3334603703,3,9.09,8c 7h,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334603677,5,9.09,Ah 2c,3s 8d 9s,As,8c,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.17; Opponent: calls $0.17; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.5; Opponent: calls $0.5; Opponent: shows [Td Js] (Pair of Eights); Opponent: shows [Qh Ac] (Pair of Aces and Pair of Eights); ,Opponent collected $1.51 from pot
RC3334603393,2,8.93,Qs Ac,,,,Opponent: raises $0.07 to $0.12; Hero: raises $0.38 to $0.5; ,,,,Opponent 2
RC3334603362,4,8.93,Kc Th,9d Kd Ts,Jd,Qs,Opponent: raises $0.08 to $0.13; Opponent: calls $0.11; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [2c 2s] (Kings-High Straight); Opponent: shows [3s As] (Aces-High Straight); ,Opponent collected $0.3 from pot
RC3334603326,4,8.93,5d Ts,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.38 to $0.5; ,,,,Opponent 3
RC3334603122,6,9.03,Qs Jc,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.4 to $0.5; ,,,,Opponent 2
RC3334603088,2,8.98,Qc 5d,,,,,,,,Opponent 3
RC3334603051,3,9.03,4d Qs,,,,,,,,Opponent 3
RC3334603018,4,9.03,5h 2h,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 5
RC3334602988,5,9.03,Kc 8d,3c 2d 6c,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: bets $0.1; Opponent: raises $0.42 to $0.52; ,,,Opponent collected $0.4 from pot
RC3334602948,5,9.03,Qd 6d,,,,,,,,Opponent 3
RC3334602916,5,9.03,3s Qh,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334602885,3,9.08,4s 5c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334602855,1,9.08,Tc Qd,Kh 2s Qc,Ks,Ts,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [6s 5c] (Pair of Kings); Opponent: shows [Ad 4d] (Pair of Kings); ,Opponent collected $0.25 from pot
RC3334602822,6,9.08,8s 9d,,,,,,,,Opponent 3
RC3334602789,5,9.08,Ah 5c,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.3 to $0.45; ,,,,Opponent 3
RC3334602758,1,9.08,Ks 6d,Jd Qs 6c,Jh,9c,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.16; ,Opponent collected $0.27 from pot
RC3334602666,6,9.08,Kh Js,Th 8d Ts,6h,3h,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.2; ,Opponent collected $0.38 from pot
RC3334602638,2,9.1,5h Kd,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3334602608,1,9.1,8s Tc,,,,,,,,Opponent 3
RC3334602580,4,9.1,9s Kc,,,,,,,,Opponent 3
RC3334602499,3,9.08,8h Qh,,,,,,,,Opponent 3
RC3334602456,5,9.08,3c Qh,,,,,,,,Opponent 3
RC3334602371,1,9.08,Qd Jd,Qh Qc 4s,Ks,Jc,Opponent: raises $0.05 to $0.1; Opponent: raises $0.32 to $0.42; Opponent: calls $0.32; ,Opponent: checks; Opponent: bets $0.32; Opponent: calls $0.32; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [6s 6c] (Pair of Queens and Pair of Sixes); Opponent: shows [Kc Ah] (Pair of Kings and Pair of Queens); ,Opponent collected $1.41 from pot
RC3334602339,4,9.08,8c Qd,Ks 3h 5h,Ah,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.2; ,,Opponent collected $0.25 from pot
RC3334602311,6,9.08,9d 5d,Jd 2c Qh,,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.09; ,Opponent: checks; Opponent: bets $0.14; ,,,Opponent collected $0.26 from pot
RC3334602257,2,9.1,6d 2s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334602208,4,9.1,6c Ah,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3334602178,5,9.1,9h 8s,,,,,,,,Opponent 3
RC3334602153,3,9.15,9h 6d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334602017,1,8.96,Kc As,,,,Opponent: raises $0.08 to $0.13; Hero: raises $0.25 to $0.38; ,,,,Opponent 1
RC3334601971,6,8.96,Kc 3s,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334601812,2,8.91,Jh Qh,Qs 6s 5c,,,Hero: calls $0.03; Opponent: checks; ,Hero: bets $0.05; ,,,Hero collected $0.1 from pot
RC3334601779,4,8.91,2s 5s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3334601741,5,8.91,Td 2c,,,,,,,,Opponent 3
RC3334601715,1,8.91,Kh 6d,3h 8d 2d,9c,Jh,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.18; Opponent: calls $0.18; ,Opponent: checks; Opponent: bets $0.29; Opponent: calls $0.29; Opponent: shows [Ad 3d] (Pair of Treys); Opponent: shows [9d Kc] (Pair of Nines); ,Opponent collected $1.11 from pot
RC3334601687,4,8.91,7h 2s,,,,,,,,Opponent 3
RC3334601650,2,8.93,9c Kd,Kh Qc 2s,5h,Ac,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: raises $0.42 to $0.52; Opponent: raises $3.27 to $3.79 and is all-in; Opponent: calls $3.27; Opponent: shows [Jd Kc]; Opponent: shows [Ks Ad]; ,Opponent: Chooses to EV Cashout; ,,Opponent: Pays Cashout Risk ($1.08); ,Opponent collected $7.48 from pot
RC3334601624,3,8.98,5d Jc,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334601183,2,8.46,Qd Qh,7h Kc 9h,7s,6d,Opponent: raises $0.08 to $0.13; Hero: raises $0.39 to $0.52; Opponent: calls $0.39; ,Hero: checks; Opponent: checks; ,Hero: checks; Opponent: checks; ,Hero: checks; Opponent: checks; Hero: shows [Qd Qh] (Pair of Queens and Pair of Sevens); Opponent: shows [3h Ah] (Pair of Sevens); ,Hero collected $1.04 from pot
RC3334601105,3,8.44,Jc Kh,,,,,,,,Opponent 3
RC3334601068,1,8.44,Qc 9d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334601040,6,8.44,3c 2h,2c 3d 8s,8c,Ah,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: bets $0.38; Opponent: raises $0.64 to $1.02; Opponent: calls $0.64; ,Opponent: checks; Opponent: checks; Opponent: shows [Jh 8h] (Three Eights); Opponent: shows [Ts Ac] (Pair of Aces and Pair of Eights); ,Opponent collected $2.35 from pot
RC3334601013,6,8.44,4d Qh,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334600980,1,8.44,Qc 5s,5d 5c 6h,3d,Ts,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: bets $0.15; Opponent: calls $0.15; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.2; ,Opponent collected $0.57 from pot
RC3334600948,4,8.44,7d Jh,,,,,,,,Opponent 3
RC3334600916,6,8.44,As 7c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334600885,4,8.44,Th Qd,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.4 to $0.5; ,,,,Opponent 3
RC3334600857,2,8.46,Js 6s,3h 6h Th,2h,8h,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.11; Opponent: calls $0.11; ,Opponent: checks; Opponent: bets $0.27; Opponent: calls $0.27; ,Opponent: checks; Opponent: checks; Opponent: shows [Kh As] (King High Flush); Opponent: shows [Qs Ts] (Ten High Flush); ,Opponent collected $1.03 from pot
