hand_id,hero_position,hero_stack,hero_cards,flop_cards,turn_card,river_card,preflop_actions,flop_actions,turn_actions,river_actions,result
RC3334443173,5,6.14,As Jc,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; ,,,,Opponent 6
RC3334443142,4,6.14,Tc 4s,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.37 to $0.5; ,,,,Opponent 2
RC3334443121,2,6.16,Js 8d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334443094,3,6.21,8c 3d,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3334443066,5,6.21,2h 9c,Ac 5h 9d,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: bets $0.09; ,,,Opponent collected $0.25 from pot
RC3334443038,1,6.21,Js 6h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334442960,5,6.14,As Js,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334442925,1,6.14,Ts 6c,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.35 to $0.46; ,,,,Opponent 2
RC3334442903,5,6.14,4c 5s,,,,,,,,Opponent 3
RC3334442878,2,6.16,7c Jh,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 4
RC3334442851,3,6.21,9d 6h,Qs 6c 8d,,,Opponent: raises $0.13 to $0.18; Opponent: calls $0.18; ,Opponent: checks; Opponent: bets $0.15; Opponent: raises $0.3 to $0.45; ,,,Opponent collected $0.7 from pot
RC3334442824,4,6.21,3s Jh,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3334442732,5,6.14,As Jc,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334442706,5,6.14,Ts 7s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334442547,3,6.24,Qs Jc,Tc 4s 5d,,,Opponent: raises $0.05 to $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: bets $0.11; ,,,Opponent collected $0.21 from pot
RC3334442434,2,6.19,Th Qh,2s Ad 4h,3h,,Hero: calls $0.03; Opponent: checks; ,Hero: checks; Opponent: checks; ,Hero: bets $0.05; ,,Hero collected $0.1 from pot
RC3334442412,3,6.24,4h 7c,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.32 to $0.45; Opponent: raises $1.15 to $1.6; Opponent: raises $5.14 to $6.74 and is all-in; ,,,,Opponent 5
RC3334442385,5,6.24,Td 5s,4s 3d 7c,7h,Kd,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.08; Opponent: calls $0.08; Opponent: shows [Ts Ks] (Pair of Kings and Pair of Sevens); Opponent: shows [3h Ah] (Pair of Sevens and Pair of Treys); ,Opponent collected $0.38 from pot
RC3334442301,1,6.24,Qc Tc,,,,Opponent: raises $4.27 to $4.32 and is all-in; ,,,,Opponent 4
RC3334442280,4,6.24,8h Kd,,,,,,,,Opponent 3
RC3334442261,5,6.24,8s 3s,,,,,,,,Opponent 3
RC3334442181,2,6.26,Ks Tc,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334442159,4,6.26,3d 5h,8h Qh 2c,4c,,Opponent: calls $0.05; Opponent: raises $0.08 to $0.13; Opponent: raises $0.37 to $0.5; Opponent: calls $0.37; ,Opponent: checks; Opponent: bets $0.05; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $1.15; ,,Opponent collected $1.1 from pot
RC3334442136,4,6.26,8s 6c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334442116,1,6.26,3c 5h,3h 5d 7h,Ad,Qh,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.24; Opponent: calls $0.24; ,Opponent: checks; Opponent: bets $0.27; ,Opponent collected $0.76 from pot
RC3334442094,2,6.28,9h Qd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334442075,6,6.21,8h Kd,Ad 4s 5h,Ac,Kc,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; Opponent: calls $0.2; ,Opponent: checks; Opponent: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Opponent: bets $0.75; Opponent: calls $0.75; ,Opponent: checks; Opponent: bets $11.45 and is all-in; Opponent: calls $4.36 and is all-in; Opponent: shows [5s As] (Aces Full over Fives); Opponent: shows [5c Jc] (Pair of Aces and Pair of Fives); ,Opponent collected $11 from pot
RC3334442052,3,6.26,Ks 6c,6h 4s Qc,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; Opponent: calls $0.21; ,Opponent: checks; Opponent: bets $0.23; ,,,Opponent collected $0.66 from pot
RC3334442022,1,6.26,7h Kd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334441998,6,6.26,5h 4s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 1
RC3334441967,5,6.26,6d Td,Qs As 5s,6h,2h,Opponent: raises $0.08 to $0.13; Opponent: calls $0.11; ,Opponent: checks; Opponent: bets $0.11; Opponent: calls $0.11; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.27; ,Opponent collected $0.51 from pot
RC3334441945,1,6.26,6s 3h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334441919,2,6.28,7c 8d,,,,,,,,Opponent 3
RC3334441898,4,6.28,Qh 4h,6s Ks 7s,3c,9c,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: checks; Opponent: shows [Jd Td] (King-High); Opponent: shows [Jh Ah] (Ace-High); Opponent: shows [2c Ac] (Ace-High); ,Opponent collected $0.34 from pot
RC3334441823,3,6.26,Qh Ac,,,,,,,,Opponent 3
RC3334441801,2,6.28,9s 2c,,,,,,,,Opponent 3
RC3334441779,5,6.28,6c 3h,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.26 to $0.39; ,,,,Opponent 3
RC3334441754,1,6.28,3s Ts,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334441731,3,6.33,6c As,,,,,,,,Opponent 3
RC3334441691,5,6.33,Qc 2c,5d 7c 7s,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.35 to $0.45; Opponent: calls $0.35; ,Opponent: bets $0.32; Opponent: raises $0.52 to $0.84; Opponent: raises $1.56 to $2.4; ,,,Opponent collected $2.44 from pot
RC3334441665,6,6.33,4c 4h,,,,,,,,Opponent 3
RC3334441643,4,6.33,3s 8h,8c 4h Qd,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: bets $0.05; Opponent: raises $0.57 to $0.62; ,,,Opponent collected $0.37 from pot
RC3334441621,3,6.38,3s 7c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334441549,4,6.31,Ah Th,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334441530,1,6.31,6h 2s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334441492,2,6.33,Tc 3d,,,,,,,,Opponent 3
RC3334441468,5,6.33,6s Qs,,,,,,,,Opponent 3
RC3334441081,5,5.87,Jh Th,4s Kd 9s,2s,Qd,Opponent: raises $0.05 to $0.1; Hero: calls $0.1; ,Opponent: bets $0.14; Hero: calls $0.14; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.19; Hero: calls $0.19; Opponent: shows [Qc Jd] (Pair of Queens); Hero: shows [Jh Th] (Kings-High Straight); ,Hero collected $0.89 from pot
RC3334441058,5,5.87,7h 6s,9s 4c 7c,6d,2s,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.12; Opponent: calls $0.12; ,Opponent: bets $0.24; ,Opponent collected $0.46 from pot
RC3334441036,4,5.87,5s 9h,8d 8c Ts,7c,Qs,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.11; Opponent: calls $0.11; ,Opponent: checks; Opponent: bets $0.18; Opponent: calls $0.18; ,Opponent: checks; Opponent: checks; Opponent: shows [9c 9d] (Pair of Nines and Pair of Eights); Opponent: shows [Tc Js] (Pair of Tens and Pair of Eights); ,Opponent collected $0.85 from pot
RC3334440899,2,5.82,Qd Ah,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.25 to $0.35; ,,,,Opponent 1
RC3334440873,3,5.87,2h Th,,,,,,,,Opponent 3
RC3334440850,1,5.87,3d 9d,,,,,,,,Opponent 3
RC3334440794,2,5.89,3h 2h,Ks 5h 7c,8d,2d,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: bets $0.09; Opponent: calls $0.09; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.32; ,Opponent collected $0.4 from pot
RC3334440517,1,6.02,Td Jd,2h 5h Kh,Tc,8h,Opponent: raises $0.08 to $0.13; Hero: calls $0.13; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.05; ,Opponent collected $0.32 from pot
RC3334440387,3,6.07,As 9d,Td 9s Kd,4h,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.25 to $0.38; Opponent: calls $0.36; Opponent: calls $0.25; ,Opponent: checks; Opponent: checks; Opponent: checks; ,Opponent: bets $0.96; ,,Opponent collected $1.13 from pot
RC3334440363,6,6.07,4s 8h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334440339,4,6.07,Qd 6h,Jd Tc 2d,Kd,Ac,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; Opponent: shows [8d 8c] (Pair of Eights); Opponent: shows [Kc 7c] (Pair of Kings); ,Opponent collected $0.4 from pot
RC3334440272,4,6.07,Tc Qs,3h 5c 9h,Ah,4c,Opponent: calls $0.05; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.09; Opponent: calls $0.09; ,Opponent: checks; Opponent: bets $0.23; ,Opponent collected $0.29 from pot
RC3334440156,1,5.91,Qd Ad,,,,Opponent: raises $0.05 to $0.1; Hero: raises $0.22 to $0.32; ,,,,Opponent 1
RC3334440122,2,5.93,5d Jh,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334440101,3,5.98,6h 4c,4d 3d Ah,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.27 to $0.37; Opponent: calls $0.27; ,Opponent: checks; Opponent: bets $0.27; Opponent: raises $0.45 to $0.72; ,,,Opponent collected $1.29 from pot
RC3334440079,4,5.98,3d 8s,,,,,,,,Opponent 3
RC3334440037,4,5.98,Ac 4s,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.3 to $0.45; ,,,,Opponent 3
RC3334440013,2,6.0,6c 7s,,,,,,,,Opponent 3
RC3334439993,6,6.0,5d 5h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; ,,,,Opponent 2
RC3334439794,3,5.86,7d Td,8h 2h 6s,Ts,,Opponent: raises $0.1 to $0.15; Hero: calls $0.1; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.16; ,,Hero collected $0.29 from pot
RC3334439763,1,5.86,Qh 6d,,,,,,,,Opponent 3
RC3334439723,6,5.86,Qc Jc,6c 5d 5s,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.11; ,Opponent: checks; Opponent: bets $0.24; ,,,Opponent collected $0.3 from pot
RC3334439695,4,5.86,7h 8c,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.33 to $0.45; ,,,,Opponent 3
RC3334439672,5,5.86,4d 9c,,,,,,,,Opponent 3
RC3334439415,6,5.96,Kc Jd,9s Ad 9d,,,Hero: raises $0.05 to $0.1; Opponent: calls $0.1; ,Hero: checks; Opponent: bets $0.14; ,,,Opponent collected $0.26 from pot
RC3334439374,5,5.96,Qs 7h,,,,,,,,Opponent 3
RC3334439258,1,5.96,Js 5d,4s 3s Jc,8d,7s,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; Opponent: checks; ,Opponent: bets $0.23; Opponent: calls $0.23; Opponent: calls $0.23; ,Opponent: bets $0.6; ,Opponent collected $0.94 from pot
RC3334438685,3,5.5,3d 4d,2s 9d Ac,9h,5h,Opponent: raises $0.08 to $0.13; Opponent: calls $0.13; Hero: calls $0.08; ,Hero: checks; Opponent: checks; Opponent: checks; ,Hero: checks; Opponent: checks; Opponent: checks; ,Hero: bets $0.22; Opponent: calls $0.22; Hero: shows [3d 4d] (Fives-High Straight); Opponent: shows [Ad Td] (Pair of Aces and Pair of Nines); ,Hero collected $0.81 from pot
RC3334438663,2,5.52,4c Ks,5d 3h 7s,,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: bets $0.15; ,,,Opponent collected $0.31 from pot
RC3334438634,5,5.52,9d Qh,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 4
RC3334438610,4,5.52,7d 9d,,,,,,,,Opponent 3
RC3334438586,1,5.52,6c Jc,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 6
RC3334438563,5,5.52,3h Ks,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334438530,3,5.57,Qh 8c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334438510,6,5.57,5h 2h,7s 9s 8d,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.12; ,Opponent: checks; Opponent: bets $0.16; ,,,Opponent collected $0.3 from pot
RC3334438489,2,5.59,4d Ac,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334438470,5,5.59,2h Jd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334438157,6,5.79,Tc Ts,Ac Js 2d,5c,As,Hero: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Hero: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; Opponent: shows [Ad 6d] (Three Aces); Hero: shows [Tc Ts] (Pair of Aces and Pair of Tens); ,Opponent collected $0.43 from pot
RC3334438049,4,5.72,Ks Ad,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334437989,3,5.77,7s Kd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334437962,1,5.77,Qd 2c,,,,,,,,Opponent 3
RC3334437925,6,5.77,Jc 9h,,,,,,,,Opponent 3
RC3334437904,2,5.79,Kh 6c,7c 4d 4h,3h,9h,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.21; Opponent: calls $0.21; ,Opponent: checks; Opponent: checks; Opponent: shows [8s 8c] (Pair of Eights and Pair of Fours); Opponent: shows [Jd Qs] (Pair of Fours); ,Opponent collected $0.66 from pot
RC3334437883,4,5.79,Td 6d,,,,,,,,Opponent 3
RC3334437859,4,5.79,Kc 8d,7h 5d Js,Ah,6c,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.07; Opponent: calls $0.07; ,Opponent: checks; Opponent: bets $0.3; Opponent: calls $0.3; ,Opponent: checks; Opponent: bets $0.52; Opponent: calls $0.52; Opponent: shows [Jh Ac] (Pair of Aces and Pair of Jacks); Opponent: shows [9d Ad] (Pair of Aces); ,Opponent collected $1.87 from pot
RC3334437770,1,5.72,Jh Qh,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334437711,3,5.77,Kh 2c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334437688,3,5.82,5d Jc,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334437668,2,5.84,3d Td,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334437645,4,5.84,Ks 2s,,,,,,,,Opponent 3
RC3334437367,6,5.4,Td Ks,Tc Kd Th,2h,2c,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.12; Opponent: calls $0.12; ,Opponent: checks; Hero: bets $0.24; Opponent: calls $0.24; Hero: shows [Td Ks] (Tens Full over Kings); Opponent: shows [Kc Qh] (Pair of Kings and Pair of Tens); ,Hero collected $0.9 from pot
RC3334437347,5,5.4,2s Tc,Jc 4h Qh,Qd,Td,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.2; Opponent: calls $0.2; ,Opponent: bets $0.52; ,Opponent collected $0.63 from pot
RC3334437296,2,5.42,3d 7d,,,,,,,,Opponent 3
RC3334437257,4,5.42,Jd 6s,,,,,,,,Opponent 3
RC3334437199,1,5.42,3s Jc,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; ,,,,Opponent 5
RC3334437166,5,5.42,3c Ac,,,,,,,,Opponent 3
RC3334436945,2,5.28,Qc Kh,5s 8h 7c,Th,5c,Hero: raises $0.1 to $0.15; Opponent: calls $0.1; ,Hero: checks; Opponent: checks; ,Hero: checks; Opponent: checks; ,Hero: checks; Opponent: checks; Hero: shows [Qc Kh] (Pair of Fives); Opponent: shows [Jd 4d] (Pair of Fives); ,Hero collected $0.29 from pot
RC3334436869,6,5.38,3c 4c,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.17 to $0.27; ,,,,Opponent 1
RC3334436847,1,5.38,6s Qh,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 6
RC3334436634,3,5.49,8d Js,Td 3s 6d,3c,9d,Opponent: raises $0.06 to $0.11; Opponent: calls $0.11; Opponent: calls $0.11; Hero: calls $0.06; ,Hero: checks; Opponent: checks; Opponent: bets $0.23; Opponent: calls $0.23; Opponent: raises $0.58 to $0.81; Opponent: calls $0.58; ,Opponent: bets $1.74; Opponent: calls $1.74; ,Opponent: bets $2.3 and is all-in; ,Opponent collected $5.57 from pot
RC3334436607,4,5.49,5c Th,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334436543,6,5.35,Ac Jh,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334436511,3,5.4,9c Td,,,,,,,,Opponent 3
RC3334436489,5,5.4,9s 2h,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.28 to $0.41; ,,,,Opponent 3
RC3334436458,6,5.4,4c 6d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334436433,2,5.42,Ac 4s,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 6
RC3334436406,5,5.42,Js Th,,,,,,,,Opponent 3
RC3334436383,1,5.42,Qh 7d,Ks Qd 6h,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: bets $0.09; ,,,Opponent collected $0.25 from pot
RC3334436355,4,5.42,Qd 4c,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3334436332,3,5.47,6h Kd,6c 8h 4h,Kh,Jh,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [2c Ac] (Ace-High); Opponent: shows [7s 7d] (Pair of Sevens); ,Opponent collected $0.24 from pot
RC3334436307,1,5.47,8s Tc,,,,,,,,Opponent 3
RC3334436187,2,5.6,Ts Ac,,,,Opponent: raises $0.08 to $0.13; Hero: calls $0.11; Opponent: raises $0.48 to $0.61; ,,,,Opponent 3
RC3334436166,4,5.6,4h 3d,5d Qs 7h,6d,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.31 to $0.44; Opponent: raises $0.66 to $1.1; Opponent: calls $0.66; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $1.1; ,,Opponent collected $2.03 from pot
RC3334436137,6,5.6,3d 8c,2d 4c Jh,Jd,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.09; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.19; ,,Opponent collected $0.26 from pot
RC3334436003,2,5.65,Qd Jh,7h 5d 3d,,,Hero: calls $0.03; Opponent: checks; ,Hero: checks; Opponent: bets $0.06; ,,,Opponent collected $0.1 from pot
RC3334435967,3,5.7,3d Js,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334435740,1,5.88,Qh Th,Td 2s Ad,8d,Kc,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.08; Hero: calls $0.08; ,Opponent: bets $0.13; ,Opponent collected $0.37 from pot
RC3334435708,5,5.88,5h Kd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334435689,4,5.88,Jh 2h,,,,,,,,Opponent 3
RC3334435668,6,5.88,7h 5s,,,,,,,,Opponent 3
RC3334435621,1,5.88,Th Jc,2s 6h Qc,8c,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.14; ,,Opponent collected $0.26 from pot
RC3334435598,3,5.93,4h 3c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334435562,6,5.93,7d 4d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3334435541,2,5.95,2c 2h,6d 9c Qc,Tc,Ts,Opponent: raises $0.05 to $0.1; Opponent: raises $0.22 to $0.32; Opponent: calls $0.22; ,Opponent: checks; Opponent: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Ah 9h] (Pair of Tens and Pair of Nines); Opponent: shows [As Qd] (Pair of Queens and Pair of Tens); ,Opponent collected $1.06 from pot
RC3334435520,5,5.95,6d 8c,,,,,,,,Opponent 3
RC3334435480,6,5.95,3s Jc,,,,,,,,Opponent 3
RC3334435045,1,5.74,Qd Kh,Qc Kc 3d,,,Opponent: raises $0.05 to $0.1; Hero: calls $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; Hero: bets $0.24; ,,,Hero collected $0.31 from pot
RC3334434994,3,5.72,Qh 9c,,,,,,,,Opponent 3
RC3334434925,2,5.74,Qh 8h,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 1
RC3334434890,4,5.74,Ac 8d,,,,Opponent: raises $0.09 to $0.14; ,,,,Opponent 2
RC3334374735,6,5.84,Th 9h,5d Jh 3s,,,Opponent: raises $0.05 to $0.1; Hero: calls $0.1; ,Opponent: bets $0.14; ,,,Opponent collected $0.26 from pot
RC3334374715,5,5.84,2c 6h,,,,,,,,Opponent 3
RC3334374690,1,5.84,8s Qc,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 6
RC3334374665,4,5.84,Qs 2d,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.31 to $0.46; ,,,,Opponent 1
RC3334374634,2,5.86,6h Tc,As 9c 4s,2d,8h,Opponent: raises $0.1 to $0.15; Opponent: calls $0.15; ,Opponent: bets $0.37; Opponent: calls $0.37; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.84; ,Opponent collected $1.06 from pot
RC3334374412,3,5.72,9c 7c,8h 5c 5s,6h,,Opponent: raises $0.1 to $0.15; Hero: calls $0.1; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.24; ,,Hero collected $0.29 from pot
RC3334374383,6,5.72,5h Jh,7s 5c 8s,6h,Qh,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.21; Opponent: calls $0.21; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.55; ,Opponent collected $0.67 from pot
RC3334374341,1,5.72,Qd 6s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334374319,2,5.74,5d Ks,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334374300,5,5.74,Kh 3s,7d As Td,6c,,Opponent: calls $0.03; Opponent: checks; ,Opponent: bets $0.05; Opponent: calls $0.05; ,Opponent: bets $0.15; ,,Opponent collected $0.19 from pot
RC3334374279,3,5.79,5s Jh,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3334374260,5,5.79,Ts 8d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3334374240,6,5.79,4s Kd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334373991,4,5.6,Th As,7h Ah 4h,2d,,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Hero: bets $0.2; ,,Hero collected $0.37 from pot
RC3334373969,3,5.65,6s Ac,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334373948,2,5.67,3s Js,,,,,,,,Opponent 3
RC3334373928,6,5.67,7c 2d,6h 8c 8s,3c,6c,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.13; Opponent: calls $0.13; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Kh Tc] (Pair of Eights and Pair of Sixes); Opponent: shows [4h As] (Pair of Eights and Pair of Sixes); ,Opponent collected $0.5 from pot
RC3334373896,1,5.67,3h Ts,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334373873,6,5.67,Ts 6d,8d 9c 3h,9s,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.2; ,,Opponent collected $0.21 from pot
RC3334373848,6,5.67,9h 2c,3c 6s 5c,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.25 to $0.35; Opponent: calls $0.25; ,Opponent: checks; Opponent: bets $0.58; ,,,Opponent collected $0.74 from pot
RC3334373826,6,5.67,3c Js,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334373806,1,5.67,Td 7h,5s Th 5d,,,Opponent: calls $0.03; Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.3; ,,,Opponent collected $0.29 from pot
RC3334373764,3,5.72,2c Kd,8s 5s Qs,5h,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: bets $0.09; Opponent: calls $0.09; ,Opponent: bets $0.34; ,,Opponent collected $0.43 from pot
RC3334373744,2,5.74,7d Ts,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.31 to $0.43; ,,,,Opponent 5
RC3334373696,6,5.74,Th As,Kc 3d 5s,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; Opponent: calls $0.21; ,Opponent: checks; Opponent: bets $0.23; ,,,Opponent collected $0.66 from pot
RC3334373675,6,5.74,7c Qh,,,,,,,,Opponent 3
RC3334373650,2,5.76,Tc 3d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334373630,3,5.81,4s Qc,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
